Section,Beam Mark,Width_mm,Depth_mm,Prov_BotBar_No,Prov_BotBar_Dia_mm,Prov_BotBar_Area_mm2,Positive_Moment_kNm,Min_BotBar_mm2,Min_BotBar_Area-crk_mm2,Req_BotBar_Area_cl6.1_mm2,Req_BotBar_Area_mm2,BotBar_utilisation,BotBar _Design_Status,BotBar_Spacing,Prov_TopBar_No,Prov_TopBar_Dia_mm,Prov_TopBar_Area_mm2,Negative_Moment_kNm,Min_TopBar_mm2,Min_TopBar_Area-crk_mm2,Req_TopBar_Area_cl6.1_mm2,Req_TopBar_Area_Req_mm2,TopBar_utilisation,TopBar_Design_Status,TopBar_Spacing_mm,ShearForce_kN,ShearBar_leg_nos,ShearBar_Dia_mm,ShearBar_Spacing_mm,ShearBar_Prov_Asv_mm2perm,Ved_Prov_kN,Ved_Req_kN,Ved_utilisation,Shear_Design_Status,Source_File
4,2B35-S2-L,125,450,1 layer x 2no,2T16,402,67,69,78,387,387,0.963,PASS,PASS,2 layer x 2no,2T20 + 2T16,1030,134,65,75,917,917,0.89,PASS,FAIL,,2,6,175,323.1352444,67,103,1.537313433,FAIL,2B35_Beam_Audit_Table R1 No Fill.csv
5,2B35-S2-M,125,450,1 layer x 2no,2T16,402,91,69,78,557,557,1.386,FAIL,PASS,1 layer x 2no,2T12,226,33,69,79,177,177,0.783,PASS,PASS,,2,6,175,323.1352444,67,61,0.910447761,PASS,2B35_Beam_Audit_Table R1 No Fill.csv
6,2B35-S2-R,125,450,1 layer x 2no,2T16,402,66,69,78,380,380,0.945,PASS,PASS,2 layer x 2no,2T20 + 2T12,855,133,66,76,901,901,1.054,FAIL,PASS,,2,6,175,323.1352444,67,103,1.537313433,FAIL,2B35_Beam_Audit_Table R1 No Fill.csv
7,2B35-S3-L,125,450,1 layer x 2no,2T16,402,64,69,78,367,367,0.913,PASS,PASS,2 layer x 2no,2T20 + 2T12,855,128,66,76,872,872,1.02,FAIL,PASS,,2,6,175,323.1352444,67,97,1.447761194,FAIL,2B35_Beam_Audit_Table R1 No Fill.csv
8,2B35-S3-M,125,450,1 layer x 2no,2T16,402,87,69,78,527,527,1.311,FAIL,PASS,1 layer x 2no,2T12,226,32,69,79,171,171,0.757,PASS,PASS,,2,6,175,323.1352444,67,59,0.880597015,PASS,2B35_Beam_Audit_Table R1 No Fill.csv
9,2B35-S3-R,125,450,1 layer x 2no,2T16,402,64,69,78,367,367,0.913,PASS,PASS,2 layer x 2no,2T20 + 2T12,855,128,66,76,872,872,1.02,FAIL,PASS,,2,6,175,323.1352444,67,97,1.447761194,FAIL,2B35_Beam_Audit_Table R1 No Fill.csv
10,2B35-S4-L,125,450,1 layer x 2no,2T16,402,70,69,78,407,407,1.012,FAIL,PASS,2 layer x 2no,2T20 + 2T12,855,140,66,76,942,942,1.102,FAIL,PASS,,2,6,175,323.1352444,67,105,1.567164179,FAIL,2B35_Beam_Audit_Table R1 No Fill.csv
11,2B35-S4-M,125,450,1 layer x 2no,2T16,402,95,69,78,588,588,1.463,FAIL,PASS,1 layer x 2no,2T12,226,36,69,79,194,194,0.858,PASS,PASS,,2,6,175,323.1352444,67,63,0.940298507,PASS,2B35_Beam_Audit_Table R1 No Fill.csv
12,2B35-S4-R,125,450,1 layer x 2no,2T16,402,71,69,78,413,413,1.027,FAIL,PASS,2 layer x 2no,2T20 + 2T12,855,142,66,76,954,954,1.116,FAIL,PASS,,2,6,175,323.1352444,67,113,1.686567164,FAIL,2B35_Beam_Audit_Table R1 No Fill.csv
13,2B35-S5,125,450,1 layer x 2no,2T12,226,5,69,79,27,79,0.35,PASS,PASS,1 layer x 2no,2T20,628,5,68,76,27,76,0.121,PASS,FAIL,,2,6,175,323.1352444,67,7,0.104477612,PASS,2B35_Beam_Audit_Table R1 No Fill.csv
1,2B37-S1-L,125,450,1 layer x 2no,2T16,402,3,69,78,16,78,0.194,PASS,PASS,1 layer x 2no,2T20,628,6,68,76,32,76,0.121,PASS,FAIL,,2,6,150,376.9911184,78,11,0.141025641,PASS,2B37_Beam_Audit_Table R1 No Fill.csv
2,2B37-S1-M,125,450,1 layer x 2no,2T16,402,5,69,78,27,78,0.194,PASS,PASS,1 layer x 2no,2T20,628,3,68,76,16,76,0.121,PASS,FAIL,,2,6,150,376.9911184,78,11,0.141025641,PASS,2B37_Beam_Audit_Table R1 No Fill.csv
3,2B37-S1-R,125,450,1 layer x 2no,2T16,402,4,69,78,22,78,0.194,PASS,PASS,2 layer x 2no,2T20 + 2T12,855,8,66,76,44,76,0.089,PASS,FAIL,,2,6,150,376.9911184,78,11,0.141025641,PASS,2B37_Beam_Audit_Table R1 No Fill.csv
4,2B37-S2-L,125,450,1 layer x 2no,2T16,402,66,69,78,380,380,0.945,PASS,PASS,2 layer x 2no,2T20 + 2T12,855,132,66,76,895,895,1.047,FAIL,PASS,,2,6,175,323.1352444,67,104,1.552238806,FAIL,2B37_Beam_Audit_Table R1 No Fill.csv
5,2B37-S2-M,125,450,1 layer x 2no,2T16,402,113,69,78,740,740,1.841,FAIL,PASS,1 layer x 2no,2T12,226,38,69,79,206,206,0.912,PASS,PASS,,2,6,175,323.1352444,67,104,1.552238806,FAIL,2B37_Beam_Audit_Table R1 No Fill.csv
6,2B37-S2-R,125,450,1 layer x 2no,2T16,402,76,69,78,448,448,1.114,FAIL,PASS,2 layer x 2no,2T20 + 2T12,855,152,66,76,1012,1012,1.184,FAIL,PASS,,2,6,175,323.1352444,67,104,1.552238806,FAIL,2B37_Beam_Audit_Table R1 No Fill.csv
7,2B37-S3,125,450,1 layer x 2no,2T16,402,106,68,78,689,689,1.714,FAIL,PASS,2 layer x 2no,2T20 + 2T20,1257,212,64,74,1420,1420,1.13,FAIL,PASS,,2,10,100,1570.796327,325,165,0.507692308,PASS,2B37_Beam_Audit_Table R1 No Fill.csv
1,2B3-S1-L,125,450,1 layer x 2no,2T16,402,67,69,78,387,387,0.963,PASS,PASS,1 layer x 2no,2T20,628,135,68,76,895,895,1.425,FAIL,PASS,,2,6,175,323.1352444,67,115,1.71641791,FAIL,2B3_Beam_Audit_Table R1 No Fill.csv
2,2B3-S1-M,125,450,1 layer x 2no,2T16,402,90,69,78,549,549,1.366,FAIL,PASS,1 layer x 2no,2T12,226,34,69,79,183,183,0.81,PASS,PASS,,2,6,175,323.1352444,67,115,1.71641791,FAIL,2B3_Beam_Audit_Table R1 No Fill.csv
3,2B3-S1-R,125,450,1 layer x 2no,2T16,402,59,69,78,335,335,0.833,PASS,PASS,2 layer x 2no,2T20 + 2T12,855,118,66,76,83,83,0.097,PASS,FAIL,,2,6,175,323.1352444,67,115,1.71641791,FAIL,2B3_Beam_Audit_Table R1 No Fill.csv
4,2B3-S2-L,125,450,1 layer x 2no,2T16,402,47,69,78,260,260,0.647,PASS,PASS,2 layer x 2no,2T20 + 2T12,855,93,66,76,601,601,0.703,PASS,FAIL,,2,6,175,323.1352444,67,72,1.074626866,FAIL,2B3_Beam_Audit_Table R1 No Fill.csv
5,2B3-S2-M,125,450,1 layer x 2no,2T16,402,68,69,78,393,393,0.978,PASS,PASS,1 layer x 2no,2T12,226,24,69,79,128,128,0.566,PASS,PASS,,2,6,175,323.1352444,67,72,1.074626866,FAIL,2B3_Beam_Audit_Table R1 No Fill.csv
6,2B3-S2-R,125,450,1 layer x 2no,2T16,402,48,69,78,266,266,0.662,PASS,PASS,1 layer x 2no,2T20,628,96,68,76,600,600,0.955,PASS,FAIL,,2,6,175,323.1352444,67,72,1.074626866,FAIL,2B3_Beam_Audit_Table R1 No Fill.csv
7,2B3-S3-L,125,450,1 layer x 2no,2T16,402,49,69,78,272,272,0.677,PASS,PASS,1 layer x 2no,2T20,628,98,68,76,616,616,0.981,PASS,FAIL,,2,6,175,323.1352444,67,74,1.104477612,FAIL,2B3_Beam_Audit_Table R1 No Fill.csv
8,2B3-S3-M,125,450,1 layer x 2no,2T16,402,71,69,78,413,413,1.027,FAIL,PASS,1 layer x 2no,2T12,226,25,69,79,134,134,0.593,PASS,PASS,,2,6,175,323.1352444,67,74,1.104477612,FAIL,2B3_Beam_Audit_Table R1 No Fill.csv
9,2B3-S3-R,125,450,1 layer x 2no,2T16,402,49,69,78,272,272,0.677,PASS,PASS,1 layer x 2no,2T20,628,99,68,76,625,625,0.995,PASS,FAIL,,2,6,175,323.1352444,67,74,1.104477612,FAIL,2B3_Beam_Audit_Table R1 No Fill.csv
10,2B3-S4-L,125,450,1 layer x 2no,2T16,402,49,69,78,272,272,0.677,PASS,PASS,1 layer x 2no,2T20,628,98,68,76,616,616,0.981,PASS,FAIL,,2,6,175,323.1352444,67,74,1.104477612,FAIL,2B3_Beam_Audit_Table R1 No Fill.csv
11,2B3-S4-M,125,450,1 layer x 2no,2T16,402,24,69,78,129,129,0.321,PASS,PASS,1 layer x 2no,2T12,226,70,69,79,404,404,1.788,FAIL,PASS,,2,6,175,323.1352444,67,74,1.104477612,FAIL,2B3_Beam_Audit_Table R1 No Fill.csv
12,2B3-S4-R,125,450,1 layer x 2no,2T16,402,49,69,78,272,272,0.677,PASS,PASS,1 layer x 2no,2T20,628,98,68,76,616,616,0.981,PASS,FAIL,,2,6,175,323.1352444,67,74,1.104477612,FAIL,2B3_Beam_Audit_Table R1 No Fill.csv
13,2B3-S5-L,125,450,1 layer x 2no,2T16,402,49,69,78,272,272,0.677,PASS,PASS,1 layer x 2no,2T20,628,98,68,76,616,616,0.981,PASS,FAIL,,2,6,175,323.1352444,67,74,1.104477612,FAIL,2B3_Beam_Audit_Table R1 No Fill.csv
14,2B3-S5-M,125,450,1 layer x 2no,2T16,402,71,69,78,413,413,1.027,FAIL,PASS,1 layer x 2no,2T12,226,24,69,79,128,128,0.566,PASS,PASS,,2,6,175,323.1352444,67,74,1.104477612,FAIL,2B3_Beam_Audit_Table R1 No Fill.csv
15,2B3-S5-R,125,450,1 layer x 2no,2T16,402,49,69,78,272,272,0.677,PASS,PASS,1 layer x 2no,2T20,628,98,68,76,616,616,0.981,PASS,FAIL,,2,6,175,323.1352444,67,74,1.104477612,FAIL,2B3_Beam_Audit_Table R1 No Fill.csv
16,2B3-S6-L,125,450,1 layer x 2no,2T16,402,49,69,78,272,272,0.677,PASS,PASS,1 layer x 2no,2T20,628,98,68,76,616,616,0.981,PASS,FAIL,,2,6,175,323.1352444,67,74,1.104477612,FAIL,2B3_Beam_Audit_Table R1 No Fill.csv
17,2B3-S6-M,125,450,1 layer x 2no,2T16,402,71,69,78,413,413,1.027,FAIL,PASS,1 layer x 2no,2T12,226,25,69,79,134,134,0.593,PASS,PASS,,2,6,175,323.1352444,67,74,1.104477612,FAIL,2B3_Beam_Audit_Table R1 No Fill.csv
18,2B3-S6-R,125,450,1 layer x 2no,2T16,402,49,69,78,272,272,0.677,PASS,PASS,1 layer x 2no,2T20,628,98,68,76,616,616,0.981,PASS,FAIL,,2,6,175,323.1352444,67,74,1.104477612,FAIL,2B3_Beam_Audit_Table R1 No Fill.csv
19,2B3-S7-L,125,450,1 layer x 2no,2T16,402,49,69,78,272,272,0.677,PASS,PASS,1 layer x 2no,2T20,628,98,68,76,616,616,0.981,PASS,FAIL,,2,6,175,323.1352444,67,74,1.104477612,FAIL,2B3_Beam_Audit_Table R1 No Fill.csv
20,2B3-S7-M,125,450,1 layer x 2no,2T16,402,71,69,78,413,413,1.027,FAIL,PASS,1 layer x 2no,2T12,226,25,69,79,134,134,0.593,PASS,PASS,,2,6,175,323.1352444,67,74,1.104477612,FAIL,2B3_Beam_Audit_Table R1 No Fill.csv
21,2B3-S7-R,125,450,1 layer x 2no,2T16,402,50,69,78,278,278,0.692,PASS,PASS,1 layer x 2no,2T20,628,100,68,76,633,633,1.008,FAIL,PASS,,2,6,175,323.1352444,67,74,1.104477612,FAIL,2B3_Beam_Audit_Table R1 No Fill.csv
22,2B3-S8-L,300,450,1 layer x 4no,4T16,804,65,164,198,350,350,0.435,PASS,PASS,1 layer x 2no,2T20,628,130,164,301,734,734,1.169,FAIL,PASS,,2,6,175,323.1352444,67,121,1.805970149,FAIL,2B3_Beam_Audit_Table R1 No Fill.csv
23,2B3-S8-M,300,450,1 layer x 4no,4T16,804,102,164,198,560,560,0.697,PASS,PASS,1 layer x 4no,4T16,804,37,164,198,199,199,0.248,PASS,PASS,,2,6,175,323.1352444,67,121,1.805970149,FAIL,2B3_Beam_Audit_Table R1 No Fill.csv
24,2B3-S8-R,300,450,1 layer x 4no,4T16,804,73,164,198,393,393,0.489,PASS,PASS,1 layer x 8no,8T25,3927,146,153,183,915,915,0.233,PASS,PASS,,2,6,175,323.1352444,67,121,1.805970149,FAIL,2B3_Beam_Audit_Table R1 No Fill.csv
25,2B3-S9,300,600,1 layer x 4no,4T20,1257,192,224,262,776,776,0.617,PASS,PASS,1 layer x 8no,8T25,3927,384,213,247,1841,1841,0.469,PASS,PASS,,2,6,175,323.1352444,91,140,1.538461538,FAIL,2B3_Beam_Audit_Table R1 No Fill.csv
1,2B42-S1-L,125,450,1 layer x 2no,2T16,402,50,69,78,278,278,0.692,PASS,PASS,2 layer x 2no,2T20 + 2T16,1030,98,65,75,660,660,0.641,PASS,FAIL,,2,6,175,323.1352444,67,61,0.910447761,PASS,2B42_Beam_Audit_Table R1 No Fill.csv
2,2B42-S1-M,125,450,1 layer x 2no,2T16,402,58,69,78,328,328,0.816,PASS,PASS,1 layer x 2no,2T16,402,25,69,78,134,134,0.333,PASS,PASS,,2,6,175,323.1352444,67,61,0.910447761,PASS,2B42_Beam_Audit_Table R1 No Fill.csv
3,2B42-S1-R,125,450,1 layer x 2no,2T16,402,30,69,78,161,161,0.4,PASS,PASS,2 layer x 2no,2T20 + 2T12,855,59,66,76,348,348,0.407,PASS,FAIL,,2,6,175,323.1352444,67,61,0.910447761,PASS,2B42_Beam_Audit_Table R1 No Fill.csv
4,2B42-S2-L,125,450,1 layer x 2no,2T20,628,35,68,76,191,191,0.304,PASS,FAIL,2 layer x 2no,2T20 + 2T12,855,60,66,76,355,355,0.415,PASS,FAIL,,2,6,175,323.1352444,67,47,0.701492537,PASS,2B42_Beam_Audit_Table R1 No Fill.csv
5,2B42-S2-M,125,450,1 layer x 2no,2T20,628,64,68,76,369,369,0.588,PASS,FAIL,1 layer x 2no,2T12,226,20,69,79,107,107,0.473,PASS,PASS,,2,6,175,323.1352444,67,47,0.701492537,PASS,2B42_Beam_Audit_Table R1 No Fill.csv
6,2B42-S2-R,125,450,1 layer x 2no,2T20,628,39,68,76,214,214,0.341,PASS,FAIL,2 layer x 2no,2T20 + 2T16,1030,77,65,75,486,486,0.472,PASS,FAIL,,2,6,175,323.1352444,67,47,0.701492537,PASS,2B42_Beam_Audit_Table R1 No Fill.csv
7,2B42-S3-L,125,450,1 layer x 2no,2T20,628,38,68,76,208,208,0.331,PASS,FAIL,2 layer x 2no,2T20 + 2T16,1030,76,65,75,478,478,0.464,PASS,FAIL,,2,6,175,323.1352444,67,47,0.701492537,PASS,2B42_Beam_Audit_Table R1 No Fill.csv
8,2B42-S3-M,125,450,1 layer x 2no,2T20,628,61,68,76,350,350,0.557,PASS,FAIL,1 layer x 2no,2T16,402,20,69,78,108,108,0.269,PASS,PASS,,2,6,175,323.1352444,67,47,0.701492537,PASS,2B42_Beam_Audit_Table R1 No Fill.csv
9,2B42-S3-R,125,450,1 layer x 2no,2T20,628,40,68,76,220,220,0.35,PASS,FAIL,2 layer x 2no,2T20 + 2T12,855,79,66,76,490,490,0.573,PASS,FAIL,,2,6,175,323.1352444,67,47,0.701492537,PASS,2B42_Beam_Audit_Table R1 No Fill.csv
10,2B42-S4-L,125,450,1 layer x 2no,2T20,628,40,68,76,220,220,0.35,PASS,FAIL,2 layer x 2no,2T20 + 2T12,855,79,66,76,490,490,0.573,PASS,FAIL,,2,6,175,323.1352444,67,48,0.71641791,PASS,2B42_Beam_Audit_Table R1 No Fill.csv
11,2B42-S4-M,125,450,1 layer x 2no,2T20,628,67,68,76,389,389,0.619,PASS,FAIL,1 layer x 2no,2T12,226,20,69,79,107,107,0.473,PASS,PASS,,2,6,175,323.1352444,67,48,0.71641791,PASS,2B42_Beam_Audit_Table R1 No Fill.csv
12,2B42-S4-R,125,450,1 layer x 2no,2T20,628,43,68,76,238,238,0.379,PASS,FAIL,1 layer x 2no,2T20,628,33,68,76,179,179,0.285,PASS,FAIL,,2,6,175,323.1352444,67,48,0.71641791,PASS,2B42_Beam_Audit_Table R1 No Fill.csv
13,2B42-S5,125,450,1 layer x 2no,2T12,226,40,69,79,217,217,0.96,PASS,PASS,1 layer x 2no,2T20,628,75,68,76,444,444,0.707,PASS,FAIL,,2,6,175,323.1352444,67,51,0.76119403,PASS,2B42_Beam_Audit_Table R1 No Fill.csv
1,2B43-S1-L,125,450,1 layer x 2no,2T20,628,53,68,76,299,299,0.476,PASS,FAIL,1 layer x 2no,2T20,628,105,68,76,675,675,1.075,FAIL,PASS,,2,6,175,323.1352444,67,61,0.910447761,PASS,2B43_Beam_Audit_Table R1 No Fill.csv
2,2B43-S1-M,125,450,1 layer x 2no,2T20,628,71,68,76,416,416,0.662,PASS,FAIL,1 layer x 2no,2T12,226,26,69,79,139,139,0.615,PASS,PASS,,2,6,175,323.1352444,67,61,0.910447761,PASS,2B43_Beam_Audit_Table R1 No Fill.csv
3,2B43-S1-R,125,450,1 layer x 2no,2T20,628,44,68,76,244,244,0.389,PASS,FAIL,1 layer x 2no,2T20,628,39,68,76,214,214,0.341,PASS,FAIL,,2,6,175,323.1352444,67,61,0.910447761,PASS,2B43_Beam_Audit_Table R1 No Fill.csv
4,2B43-S2-L,125,450,1 layer x 2no,2T16,402,11,69,78,59,78,0.194,PASS,PASS,1 layer x 2no,2T20,628,39,68,76,214,214,0.341,PASS,FAIL,,2,6,175,323.1352444,67,12,0.179104478,PASS,2B43_Beam_Audit_Table R1 No Fill.csv
5,2B43-S2-R,125,450,1 layer x 2no,2T16,402,11,69,78,59,78,0.194,PASS,PASS,1 layer x 2no,2T16,402,11,69,78,59,78,0.194,PASS,PASS,,2,6,175,323.1352444,67,12,0.179104478,PASS,2B43_Beam_Audit_Table R1 No Fill.csv
1,2B45-S1-L,125,450,1 layer x 2no,2T16,402,50,69,78,278,278,0.692,PASS,PASS,1 layer x 2no,2T20,628,100,68,76,633,633,1.008,FAIL,PASS,,2,6,175,323.1352444,67,66,0.985074627,PASS,2B45_Beam_Audit_Table R1 No Fill.csv
2,2B45-S1-M,125,450,1 layer x 2no,2T16,402,58,69,78,328,328,0.816,PASS,PASS,1 layer x 2no,2T12,226,25,69,79,134,134,0.593,PASS,PASS,,2,6,175,323.1352444,67,66,0.985074627,PASS,2B45_Beam_Audit_Table R1 No Fill.csv
3,2B45-S1-R,125,450,1 layer x 2no,2T16,402,30,69,78,161,161,0.4,PASS,PASS,1 layer x 2no,2T20,628,60,68,76,343,343,0.546,PASS,FAIL,,2,6,175,323.1352444,67,66,0.985074627,PASS,2B45_Beam_Audit_Table R1 No Fill.csv
4,2B45-S2-L,125,450,1 layer x 2no,2T20,628,35,68,76,191,191,0.304,PASS,FAIL,1 layer x 2no,2T20,628,60,68,76,343,343,0.546,PASS,FAIL,,2,6,175,323.1352444,67,46,0.686567164,PASS,2B45_Beam_Audit_Table R1 No Fill.csv
5,2B45-S2-M,125,450,1 layer x 2no,2T20,628,63,68,76,363,363,0.578,PASS,FAIL,1 layer x 2no,2T12,226,19,69,79,102,102,0.451,PASS,PASS,,2,6,175,323.1352444,67,46,0.686567164,PASS,2B45_Beam_Audit_Table R1 No Fill.csv
6,2B45-S2-R,125,450,1 layer x 2no,2T20,628,38,68,76,208,208,0.331,PASS,FAIL,2 layer x 2no,2T20 + 2T12,855,75,66,76,461,461,0.539,PASS,FAIL,,2,6,175,323.1352444,67,46,0.686567164,PASS,2B45_Beam_Audit_Table R1 No Fill.csv
7,2B45-S3-L,125,450,1 layer x 2no,2T20,628,38,68,76,208,208,0.331,PASS,FAIL,2 layer x 2no,2T20 + 2T12,855,75,66,76,461,461,0.539,PASS,FAIL,,2,6,175,323.1352444,67,45,0.671641791,PASS,2B45_Beam_Audit_Table R1 No Fill.csv
8,2B45-S3-M,125,450,1 layer x 2no,2T20,628,60,68,76,343,343,0.546,PASS,FAIL,1 layer x 2no,2T12,226,19,69,79,102,102,0.451,PASS,PASS,,2,6,175,323.1352444,67,45,0.671641791,PASS,2B45_Beam_Audit_Table R1 No Fill.csv
9,2B45-S3-R,125,450,1 layer x 2no,2T20,628,38,68,76,208,208,0.331,PASS,FAIL,2 layer x 2no,2T20 + 2T12,855,75,66,76,461,461,0.539,PASS,FAIL,,2,6,175,323.1352444,67,45,0.671641791,PASS,2B45_Beam_Audit_Table R1 No Fill.csv
10,2B45-S4-L,125,450,1 layer x 2no,2T20,628,38,68,76,208,208,0.331,PASS,FAIL,2 layer x 2no,2T20 + 2T12,855,75,66,76,461,461,0.539,PASS,FAIL,,2,6,175,323.1352444,67,47,0.701492537,PASS,2B45_Beam_Audit_Table R1 No Fill.csv
11,2B45-S4-M,125,450,1 layer x 2no,2T20,628,64,68,76,369,369,0.588,PASS,FAIL,1 layer x 2no,2T12,226,19,69,79,102,102,0.451,PASS,PASS,,2,6,175,323.1352444,67,47,0.701492537,PASS,2B45_Beam_Audit_Table R1 No Fill.csv
12,2B45-S4-R,125,450,1 layer x 2no,2T20,628,41,68,76,226,226,0.36,PASS,FAIL,1 layer x 2no,2T20,628,35,68,76,191,191,0.304,PASS,FAIL,,2,6,175,323.1352444,67,47,0.701492537,PASS,2B45_Beam_Audit_Table R1 No Fill.csv
13,2B45-S5,125,450,1 layer x 2no,2T10,157,18,69,80,96,96,0.611,PASS,PASS,1 layer x 2no,2T20,628,38,68,76,208,208,0.331,PASS,FAIL,,2,6,175,323.1352444,67,53,0.791044776,PASS,2B45_Beam_Audit_Table R1 No Fill.csv
1,2B46-S1-L,125,450,1 layer x 2no,2T20,628,58,68,76,330,330,0.525,PASS,FAIL,1 layer x 2no,2T20,628,116,68,76,774,774,1.232,FAIL,PASS,,2,6,175,323.1352444,67,60,0.895522388,PASS,2B46_Beam_Audit_Table R1 No Fill.csv
2,2B46-S1-M,125,450,2 layer x 2no,2T20 + 2T12,855,70,66,76,424,424,0.496,PASS,FAIL,1 layer x 2no,2T16,402,29,69,78,156,156,0.388,PASS,PASS,,2,6,175,323.1352444,67,60,0.895522388,PASS,2B46_Beam_Audit_Table R1 No Fill.csv
3,2B46-S1-R,125,450,1 layer x 2no,2T20,628,44,68,76,244,244,0.389,PASS,FAIL,1 layer x 2no,2T20,628,36,68,76,196,196,0.312,PASS,FAIL,,2,6,175,323.1352444,67,60,0.895522388,PASS,2B46_Beam_Audit_Table R1 No Fill.csv
4,2B46-S2-L,125,450,1 layer x 2no,2T12,226,9,69,79,48,79,0.35,PASS,PASS,1 layer x 2no,2T20,628,36,68,76,196,196,0.312,PASS,FAIL,,2,6,175,323.1352444,67,11,0.164179104,PASS,2B46_Beam_Audit_Table R1 No Fill.csv
5,2B46-S2-R,125,450,1 layer x 2no,2T12,226,9,69,79,48,79,0.35,PASS,PASS,1 layer x 2no,2T16,402,9,69,78,48,78,0.194,PASS,PASS,,2,6,175,323.1352444,67,11,0.164179104,PASS,2B46_Beam_Audit_Table R1 No Fill.csv
1,2B47-S1-L,125,600,1 layer x 2no,2T20,628,65,93,103,259,259,0.412,PASS,FAIL,1 layer x 2no,2T20,628,30,93,103,119,119,0.189,PASS,FAIL,,2,6,175,323.1352444,91,37,0.406593407,PASS,2B47_Beam_Audit_Table R1 No Fill.csv
2,2B47-S1-M,125,600,2 layer x 2no,2T20 + 2T20,1257,97,89,100,420,420,0.334,PASS,FAIL,1 layer x 2no,2T16,402,30,94,104,118,118,0.294,PASS,PASS,,2,6,175,323.1352444,91,37,0.406593407,PASS,2B47_Beam_Audit_Table R1 No Fill.csv
3,2B47-S1-R,125,600,1 layer x 2no,2T20,628,55,93,103,217,217,0.346,PASS,FAIL,2 layer x 2no,2T20 + 2T20,1257,30,89,100,124,124,0.099,PASS,FAIL,,2,6,175,323.1352444,91,37,0.406593407,PASS,2B47_Beam_Audit_Table R1 No Fill.csv
4,2B47-S2-L,125,450,1 layer x 2no,2T20,628,43,68,76,238,238,0.379,PASS,FAIL,2 layer x 2no,2T20 + 2T20,1257,86,64,74,570,570,0.453,PASS,FAIL,,2,6,175,323.1352444,67,62,0.925373134,PASS,2B47_Beam_Audit_Table R1 No Fill.csv
5,2B47-S2-M,125,450,1 layer x 2no,2T20,628,61,68,76,350,350,0.557,PASS,FAIL,1 layer x 2no,2T12,226,22,69,79,118,118,0.522,PASS,PASS,,2,6,175,323.1352444,67,50,0.746268657,PASS,2B47_Beam_Audit_Table R1 No Fill.csv
6,2B47-S2-R,125,450,1 layer x 2no,2T20,628,42,68,76,232,232,0.369,PASS,FAIL,2 layer x 2no,2T20 + 2T16,1030,84,65,75,541,541,0.525,PASS,FAIL,,2,6,175,323.1352444,67,117,1.746268657,FAIL,2B47_Beam_Audit_Table R1 No Fill.csv
7,2B47-S3-L,125,450,1 layer x 2no,2T20,628,49,68,76,274,274,0.436,PASS,FAIL,2 layer x 2no,2T20 + 2T16,1030,97,65,75,651,651,0.632,PASS,FAIL,,2,6,175,323.1352444,67,138,2.059701493,FAIL,2B47_Beam_Audit_Table R1 No Fill.csv
8,2B47-S3-M,125,450,1 layer x 2no,2T20,628,85,68,76,516,516,0.822,PASS,FAIL,1 layer x 2no,2T12,226,28,69,79,150,150,0.664,PASS,PASS,,2,6,175,323.1352444,67,65,0.970149254,PASS,2B47_Beam_Audit_Table R1 No Fill.csv
9,2B47-S3-R,125,450,1 layer x 2no,2T20,628,58,68,76,330,330,0.525,PASS,FAIL,2 layer x 2no,2T20 + 2T12,855,111,66,76,764,764,0.894,PASS,FAIL,,2,6,175,323.1352444,67,95,1.417910448,FAIL,2B47_Beam_Audit_Table R1 No Fill.csv
10,2B47-S4-L,125,450,1 layer x 2no,2T20,628,65,68,76,376,376,0.599,PASS,FAIL,2 layer x 2no,2T20 + 2T12,855,130,66,76,884,884,1.034,FAIL,PASS,,2,6,175,323.1352444,67,100,1.492537313,FAIL,2B47_Beam_Audit_Table R1 No Fill.csv
11,2B47-S4-M,125,450,1 layer x 2no,2T20,628,88,68,76,538,538,0.857,PASS,FAIL,1 layer x 2no,2T12,226,33,69,79,177,177,0.783,PASS,PASS,,2,6,175,323.1352444,67,60,0.895522388,PASS,2B47_Beam_Audit_Table R1 No Fill.csv
12,2B47-S4-R,125,450,1 layer x 2no,2T20,628,65,68,76,376,376,0.599,PASS,FAIL,2 layer x 2no,2T20 + 2T12,855,129,66,76,878,878,1.027,FAIL,PASS,,2,6,175,323.1352444,67,100,1.492537313,FAIL,2B47_Beam_Audit_Table R1 No Fill.csv
13,2B47-S5-L,125,450,1 layer x 2no,2T20,628,64,68,76,369,369,0.588,PASS,FAIL,2 layer x 2no,2T20 + 2T12,855,128,66,76,872,872,1.02,FAIL,PASS,,2,6,175,323.1352444,67,98,1.462686567,FAIL,2B47_Beam_Audit_Table R1 No Fill.csv
14,2B47-S5-M,125,450,1 layer x 2no,2T20,628,85,68,76,516,516,0.822,PASS,FAIL,1 layer x 2no,2T12,226,36,69,79,194,194,0.858,PASS,PASS,,2,6,175,323.1352444,67,60,0.895522388,PASS,2B47_Beam_Audit_Table R1 No Fill.csv
15,2B47-S5-R,125,450,1 layer x 2no,2T20,628,71,68,76,416,416,0.662,PASS,FAIL,2 layer x 2no,2T20 + 2T12,855,143,66,76,961,961,1.124,FAIL,PASS,,2,6,175,323.1352444,67,98,1.462686567,FAIL,2B47_Beam_Audit_Table R1 No Fill.csv
